clump_thickness,size_uniformity,shape_uniformity,marginal_adhesion,epithelial_size,bare_nucleoli,bland_chromatin,normal_nucleoli,mitoses,labels,distance_norm,labels_clustering
0.19790469484926235,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.16131145865527557,1
0.19790469484926235,0.2772518487218412,0.2627829875913686,0.758031772316659,1.6951661344652178,1.7728672418029487,-0.18182715767693225,-0.28510481914275465,-0.3483997074310662,2,0.5627387817214108,0
-0.5116433711982238,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.4242174960540057,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.054163507190311995,1
0.5526787278730054,1.5832036602874793,1.6021917974787179,-0.639365529956696,-0.10545356979565897,0.12505368841023293,-0.18182715767693225,1.354007903706584,-0.3483997074310662,2,0.6017626877300564,0
-0.15686933817448073,-0.7022120099523874,-0.7417736198241434,0.05933312117998144,-0.5556084958608782,-0.698853088286125,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.15237096362860006,1
1.2622267939204916,2.2361795660702986,2.2718962024223925,1.8060797490216751,1.6951661344652178,1.7728672418029487,2.269250777060135,1.354007903706584,-0.3483997074310662,4,0.46104855897098984,0
-1.22119143724571,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,1.7728672418029487,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.6450267869383663,1
-0.8664174042219669,-0.7022120099523874,-0.406921417352306,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.09379393734256708,1
-0.8664174042219669,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.9988531359226211,-0.6129273637126224,1.9618624301943537,2,0.6050324098631036,1
-0.15686933817448073,-0.37572405706097783,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.5903401467997768,-0.6129273637126224,-0.3483997074310662,2,0.0618668597264394,1
-1.22119143724571,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-1.0057634219260974,-0.698853088286125,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.20655248598793355,1
-0.8664174042219669,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.5903401467997768,-0.6129273637126224,-0.3483997074310662,2,0.05434476288791031,1
0.19790469484926235,-0.04923610416956831,-0.07206921488046872,0.05933312117998144,-0.5556084958608782,-0.14958190382188638,0.22668583144591223,0.37054026999698086,-0.3483997074310662,4,0.4232307153584639,1
-1.22119143724571,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.14958190382188638,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.19558728110800078,1
1.2622267939204916,1.25671570739607,0.597635190063206,2.5047784001583526,1.6951661344652178,1.4982316495708294,0.6351988205687567,0.6983628145668486,1.3842968957879989,4,0.295367020538805,0
0.9074527608967485,0.2772518487218412,0.9324873925350433,0.4086824467483202,1.2450112083999987,-0.698853088286125,0.22668583144591223,0.04271772542711312,-0.3483997074310662,4,0.5560289101192484,0
-0.15686933817448073,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.5903401467997768,-0.6129273637126224,-0.3483997074310662,2,0.047859594770587655,1
-0.15686933817448073,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.08451875502688722,1
1.9717748599679779,1.25671570739607,1.2673395950068806,1.1073810978849976,0.3447013562695602,1.7728672418029487,0.22668583144591223,-0.6129273637126224,0.22916582697528878,4,0.41081042608818163,0
0.5526787278730054,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.2524713932295731,1
0.9074527608967485,-0.04923610416956831,-0.406921417352306,2.5047784001583526,0.7948562823347795,1.7728672418029487,0.6351988205687567,0.37054026999698086,1.3842968957879989,4,0.5900005196748488,0
1.9717748599679779,0.6037398016132508,0.597635190063206,0.05933312117998144,1.2450112083999987,0.9489604651065908,1.4522247988144457,2.337475537416187,-0.3483997074310662,4,0.4061705288682576,0
-0.5116433711982238,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.5903401467997768,-0.6129273637126224,-0.3483997074310662,2,0.0,1
-1.22119143724571,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.18182715767693225,-0.6129273637126224,-0.3483997074310662,2,0.1681945609065609,1
0.19790469484926235,-0.37572405706097783,-0.07206921488046872,0.4086824467483202,-0.5556084958608782,0.9489604651065908,-0.18182715767693225,1.0261853591367163,-0.3483997074310662,4,0.6638279157463763,1
-0.5116433711982238,-0.37572405706097783,-0.7417736198241434,-0.639365529956696,-1.0057634219260974,-0.698853088286125,-0.5903401467997768,-0.6129273637126224,-0.3483997074310662,2,0.09582730836561798,1
0.19790469484926235,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.5903401467997768,-0.6129273637126224,-0.3483997074310662,2,0.13813476078792566,1
-0.8664174042219669,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.5903401467997768,-0.6129273637126224,-0.3483997074310662,2,0.05434476288791031,1
-1.22119143724571,-0.7022120099523874,-0.07206921488046872,-0.639365529956696,-0.5556084958608782,-0.698853088286125,-0.9988531359226211,-0.6129273637126224,-0.3483997074310662,2,0.22060119323004912,1
-0.5116433711982238,-0.7022120099523874,-0.7417736198241434,-0.639365529956696,-1.0057634219260974,-0.698853088286125,-0.5903401467997768,-0.6129273637126224,-0.3483997074310662,2,0.08478002981635983,1
