x,y,labels,distance_norm,labels_clustering
-0.0637850410118168,0.1623921844678812,1,0.336452764106166,0
-0.4475894623481489,0.5629731248436223,1,0.3240156432473827,0
0.3303770923586975,-0.5961029319764486,0,0.2533070578853213,1
0.0800310098364243,-0.7900536872866526,0,0.1410516792453875,1
-0.45003993202686,0.6796151892738078,1,0.3392960485579794,0
-0.8489736105954933,-0.2467145998671378,0,0.8621567748619904,1
0.97835089241791,-0.2074033967251103,0,0.9927319029620307,1
-0.6077100534960185,-0.7406176453263165,0,0.5666370483868863,1
-0.7912636804920423,0.412609687049589,1,0.6839405543841854,0
0.445888583212559,-0.7342873281641809,0,0.39668361666530016,1
0.7175746069836852,0.734277107742975,1,0.7013936112457463,0
-0.0731378653226937,0.1741582199513232,1,0.32525028726122535,0
0.2008939116346273,-0.4349212679811016,0,0.17314084589257367,1
0.1436159794392124,0.927652663985663,1,0.32226308849173313,0
0.1370260434831609,0.990247530017596,1,0.37541951206835683,0
0.2783290715572557,0.3383085407146704,1,0.3249039517443138,0
0.033684650525642,-0.7323108322796266,0,0.07064824242332014,1
-0.3955610741550011,0.4987773036422174,1,0.28035648298079935,0
0.742640336927255,0.8377401150552428,1,0.7523453507517998,0
-0.1261204398919995,-0.3732645175843661,0,0.17478133372246657,1
-0.2855550605568331,-0.6202837499625675,0,0.21771543587738892,1
0.6894460814950623,-0.1789548684715274,0,0.7376678609472269,1
0.5734853880299196,0.2613265439746384,1,0.6166536461068042,0
0.9838756785252318,0.7486136670020325,1,0.9649213993485889,0
0.6010579906319029,0.774706289308593,1,0.5988171891891588,0
0.4029390500668441,-0.6836445657664236,0,0.33976299265452664,1
-0.059011938731355,-0.9432873185238232,0,0.2902894877468972,1
-0.7138753895334387,-0.1852515142495625,0,0.7636779397975858,1
-0.4199359844801804,0.2551924812918837,1,0.41465577276681226,0
0.4138400477207939,-0.6085789917173177,0,0.3396028541511738,1
-0.0846929351854599,0.2642879952357309,1,0.23688346801694155,0
0.6579729388409705,0.2890432272946079,1,0.6818300915531701,0
0.4757646008312073,-0.8739623975732316,0,0.48564285097611154,1
0.6727084673515165,-0.7708180715195223,0,0.6308435192310434,1
0.3033087033384898,0.3450942202761164,1,0.34148376710417355,0
0.3862920687055922,-0.5119330473585331,0,0.3180904432021791,1
-0.3132557753905154,0.4203855776271037,1,0.23182263756123053,0
0.5672212779212802,0.3487483780007374,1,0.575963197303601,0
-0.3493423157016386,0.8458205874943405,1,0.3282875015893103,0
-0.8772666780413976,-0.4886910807118954,0,0.8297771881146083,1
0.5104392978029195,0.386050520333274,1,0.5101855898912965,0
-0.1812577644111992,0.9581357244545016,1,0.3278241718711861,0
0.6918320802167162,0.5726498820706369,1,0.6595714687552657,0
0.6074612395419718,-0.5577190113364101,0,0.5388190944904276,1
0.4621630780324941,0.6696334034032405,1,0.4392090558958883,0
0.0880929914193571,0.5173905138565678,1,0.07006460232501188,0
0.1381021509729041,-0.5267733610870093,0,0.06853687730279577,1
0.4274674297386593,-0.8460189268449954,0,0.428277814972795,1
0.9974580092851796,-0.5054296189118599,0,0.9425757019525746,1
-0.5888664155238521,-0.5406357535294724,0,0.5294487267584413,1
-0.0916592885586167,-0.9022026011075144,0,0.25696285744884606,1
0.940707233068401,0.8327204679295832,1,0.9403187424770901,0
-0.4785216897659685,-0.5384175535837981,0,0.4166098308522728,1
-0.6534798976937719,-0.909924924391996,0,0.6713980838800913,1
0.1160034302477317,-0.2614375392103203,0,0.27129862502850854,1
0.0304848728951872,0.2616940727623102,1,0.2463463485513945,0
0.8107148082127571,0.4166173121850298,1,0.7926761067121583,0
-0.5070006885238934,0.6530916077964743,1,0.38940253346909526,0
-0.626739930425547,0.589055269735814,1,0.5024882371089242,0
-0.4443305539335049,0.6153625319396026,1,0.3224965590302354,0
0.3677546645583391,-0.6077352166097374,0,0.29223523671733576,1
0.2299360304686488,-0.92618142694218,0,0.3370966543360723,1
0.0722027958750768,0.1706802848050364,1,0.34474770799520665,0
0.8247643611104898,0.9052342314530212,1,0.8519858544144503,0
0.1896102626251428,0.6008557258037492,1,0.16037148959840028,0
0.3676097072452371,0.9201175465512637,1,0.46040377808362987,0
-0.3976897987998291,-0.3488204873190128,0,0.39792239670026686,1
0.3874221560787114,-0.932122993445348,0,0.4483866264007695,1
-0.8943555091394162,-0.9084407870619282,0,0.8992780163585862,1
-0.2944910479568143,-0.7620985967120295,0,0.27401010439369766,1
0.461667518054599,0.4546226328560108,1,0.444432484947104,0
0.8812330286659873,0.1639205460532562,1,0.9354168600836112,0
0.9416924552811934,-0.6562223535321812,0,0.8844833152440473,1
0.9150072063063436,-0.7720479184266822,0,0.8736084495106362,1
0.8601624180527083,-0.3119545309129024,0,0.8421728217495621,1
-0.0728229938047118,-0.8245557194791497,0,0.17497180253519853,1
-0.9290239386881628,-0.9788609171009476,0,0.9587790938212636,1
0.782273763811751,-0.273970745138306,0,0.780043149303952,1
-0.2288122587085377,0.448819441060492,1,0.1455725084136629,0
-0.8834683765582332,0.360372306467198,1,0.7854107652107554,0
-0.502743093334,-0.6167139207522452,0,0.4399766403818422,1
-0.7937258936132625,-0.8498134718562398,0,0.7817994719699898,1
0.4710006774020301,0.3057950611043984,1,0.5055622842165064,0
0.0964442048115661,-0.4485195511019682,0,0.08846934859853593,1
-0.9188295288079747,-0.4621976070274873,0,0.8755261232329679,1
