x,y,labels,distance_norm,labels_clustering
3.2439923466319165,0.0,1,0.3022833832298457,0
0.9357901649797338,0.0,1,0.6022374032474924,0
4.447273199124416,0.0,1,0.781275215541278,0
-0.4640808508556349,0.0,0,0.7233423161046525,1
1.335935287832136,0.0,1,0.4429510278443318,0
4.373745646523698,0.0,1,0.7520059912594826,0
3.001230854477253,0.0,1,0.2056469481856468,0
-4.46335711782809,0.0,0,0.7996861683102087,1
-3.3806031408047863,0.0,0,0.387253223962627,1
-0.4090565302223368,0.0,0,0.7443016873478837,1
-3.2722126019282216,0.0,0,0.3459660709833492,1
-2.4281994830934206,0.0,0,0.02447215541629472,1
4.122006986363312,0.0,1,0.651796001343932,0
2.9106092107399077,0.0,1,0.16957305314201615,0
-4.77737238356572,0.0,0,0.9192980500179143,1
1.218547216696666,0.0,1,0.48967987520213024,0
3.2703725296382924,0.0,1,0.3127845826537048,0
2.7201800535463283,0.0,1,0.09376862997619252,0
0.5925016962572363,0.0,1,0.7388907641849382,0
-4.305832387887159,0.0,0,0.7396832594724079,1
-4.654470611791675,0.0,0,0.8724834082119733,1
-0.3340594551938878,0.0,0,0.7728689012559551,1
0.4568313569384212,0.0,1,0.7928972617420312,0
-0.256052255512226,0.0,0,0.802582704878701,1
0.6900171539231259,0.0,1,0.7000726381844137,0
0.9979895451311204,0.0,1,0.5774776017384481,0
1.0115653787014374,0.0,1,0.5720734490973324,0
-1.4057825559371873,0.0,0,0.36463773947342426,1
-4.353551398552823,0.0,0,0.7578599574923033,1
-1.063570812406164,0.0,0,0.49498997088506813,1
-1.8627841774654372,0.0,0,0.19056077615744585,1
-1.5189716776193487,0.0,0,0.32152275332317176,1
3.533195230517528,0.0,1,0.4174068134541149,0
-3.3039687797277173,0.0,0,0.35806234972164414,1
2.1412908779491424,0.0,1,0.12236190771221,0
-3.215318071635791,0.0,0,0.3242943162322929,1
0.5684069827262528,0.0,1,0.7484821833115022,0
4.759544249721525,0.0,1,0.9055814258441283,0
0.1274858222699375,0.0,1,0.9240003377925401,0
0.9038662226599304,0.0,1,0.6149454153418363,0
-0.3849007595031795,0.0,0,0.7535028871144978,1
3.5173065550246605,0.0,1,0.41108198432418597,0
-1.2538483513133736,0.0,0,0.42251115549391216,1
3.0809970113462963,0.0,1,0.23739958312203824,0
-3.603410897419447,0.0,0,0.47212315843905894,1
4.96781150496675,0.0,1,0.9884866877318595,0
4.897488105219118,0.0,1,0.9604929454316198,0
-3.977048331441162,0.0,0,0.6144457823242212,1
2.2599402529511554,0.0,1,0.07513097121297344,0
-2.8884031072661465,0.0,0,0.19976879689231142,1
-3.881116597510708,0.0,0,0.5779043257044277,1
0.4823933114357457,0.0,1,0.782721775780651,0
-1.167890421878738,0.0,0,0.4552534798621979,1
-0.4585167374133982,0.0,0,0.7254617483472147,1
3.7810418487238575,0.0,1,0.5160674923313116,0
-0.6899458367556282,0.0,0,0.6373078492390976,1
2.87334067004282,0.0,1,0.15473750867283123,0
-0.1405874630390666,0.0,0,0.8465645191585323,1
3.811315748010673,0.0,1,0.5281186692951649,0
-3.2528483621582174,0.0,0,0.33859001825773216,1
3.580642869824624,0.0,1,0.4362943671316131,0
-3.6187678129101775,0.0,0,0.4779727771025262,1
-3.550375511692673,0.0,0,0.45192139446120905,1
-3.8873857812916537,0.0,0,0.5802923270235638,1
-3.4870523245168195,0.0,0,0.42780089332556814,1
1.1464455882483913,0.0,1,0.5183814796958264,0
-0.9573508674471292,0.0,0,0.5354503206760068,1
2.197986019268157,0.0,1,0.09979318689587031,0
0.0118666493194989,0.0,1,0.9046359737753985,1
0.8677690042904116,0.0,1,0.6293146897571537,0
2.8414971297216898,0.0,1,0.14206150232393416,0
0.1691314676567303,0.0,1,0.9074223926267947,0
1.4257371813561592,0.0,1,0.407203452010305,0
-1.1499183821556755,0.0,0,0.4620992282188948,1
1.509538317437502,0.0,1,0.3738446067845747,0
4.474102775801866,0.0,1,0.7919553057847584,0
-3.432283255753379,0.0,0,0.40693875033775734,1
